,Country,Region,GDP per Capita,CO2 per Capita,Air Quality,Biodiversity,Water Sanitation,Happiness Score
35,Algeria,Middle East and Northern Africa,3946.4214450000004,3.85,89.04,61.62,72.11,6.355
36,Guatemala,Latin America and Caribbean,4140.589825999999,1.1,83.88,78.02,69.88,6.324
37,Suriname,Latin America and Caribbean,5604.722569,3.87,93.45,81.12,79.32,6.269
38,Kuwait,Middle East and Northern Africa,27653.1644,23.82,48.86,87.12,89.92,6.239
39,Bahrain,Middle East and Northern Africa,22619.11667,24.12,71.1,56.54,91.91,6.218
40,Trinidad and Tobago,Latin America and Caribbean,16176.947369999998,26.33,97.2,88.51,86.61,6.167999999999999
41,Slovakia,Central and Eastern Europe,16505.998059999998,6.46,70.74,100.0,98.12,6.077999999999999
42,El Salvador,Latin America and Caribbean,3800.1033020000004,1.22,89.65,76.43,73.94,6.068
43,Malaysia,Southeastern Asia,9817.740861,7.9,74.68,90.85,91.22,6.005
44,Nicaragua,Latin America and Caribbean,2107.56718,1.0,89.05,93.72,68.55,5.992000000000001
45,Uzbekistan,Central and Eastern Europe,2567.799207,3.23,74.81,56.18,81.04,5.987
46,Italy,Western Europe,30936.125439999996,5.92,72.75,98.96,99.64,5.977
47,Ecuador,Latin America and Caribbean,6060.093329,2.64,90.12,88.91,79.38,5.976
48,Belize,Latin America and Caribbean,4818.404394,1.21,95.02,99.03,77.76,5.956
49,Japan,Eastern Asia,38794.33094,9.55,77.63,93.25,100.0,5.921
50,Kazakhstan,Central and Eastern Europe,7714.841844,14.7,89.66,53.45,81.87,5.919
51,Moldova,Central and Eastern Europe,2272.405707,2.01,73.12,53.23,74.74,5.897
52,Russia,Central and Eastern Europe,8745.375117,11.72,84.76,73.7,84.22,5.856
53,Poland,Central and Eastern Europe,12431.575420000001,8.29,65.54,99.76,94.89,5.835
54,South Korea,Eastern Asia,27608.24743,12.81,45.51,69.34,95.11,5.835
55,Bolivia,Latin America and Caribbean,3076.6589489999997,1.99,90.09,90.06,71.87,5.822
56,Lithuania,Central and Eastern Europe,14999.479640000001,4.6,86.47,98.55,90.85,5.813
57,Belarus,Central and Eastern Europe,5022.626643,6.4,80.31,73.06,91.12,5.8020000000000005
58,Slovenia,Central and Eastern Europe,21622.580680000003,7.4,78.26,100.0,97.83,5.768
59,Peru,Latin America and Caribbean,6204.99726,1.82,83.8,84.59,73.66,5.742999999999999
60,Turkmenistan,Central and Eastern Europe,6389.548408,13.18,84.27,49.93,66.29,5.6579999999999995
61,Mauritius,Sub-Saharan Africa,9681.618567,3.1,95.41,55.45,92.72,5.648
62,Libya,Middle East and Northern Africa,4035.1943159999996,8.5,84.38,24.72,74.39,5.615
63,Latvia,Central and Eastern Europe,14153.41492,4.03,88.77,97.81,91.11,5.56
64,Paraguay,Latin America and Caribbean,5319.410218,1.07,87.59,78.94,82.41,5.537999999999999
65,Romania,Central and Eastern Europe,9567.097781999999,3.94,78.0,95.77,85.64,5.528
66,Estonia,Central and Eastern Europe,18237.29584,16.34,92.9,100.0,95.44,5.517
67,Jamaica,Latin America and Caribbean,4843.338474,2.71,91.86,90.47,77.72,5.51
68,Croatia,Central and Eastern Europe,12360.473259999999,4.49,75.59,98.96,95.87,5.4879999999999995
69,Somalia,Sub-Saharan Africa,295.9678516,0.06,68.69,20.91,26.07,5.44
70,Turkey,Middle East and Northern Africa,10820.63384,4.96,79.3,22.53,85.06,5.388999999999999
71,Indonesia,Southeastern Asia,3562.845756,1.96,80.36,81.62,74.66,5.314
72,Jordan,Middle East and Northern Africa,4103.7336,2.76,75.97,42.94,89.65,5.303
73,Azerbaijan,Central and Eastern Europe,3880.7387310000004,3.42,80.99,75.83,78.12,5.291
74,Philippines,Southeastern Asia,2941.21204,1.25,86.79,86.16,75.02,5.279
75,China,Eastern Asia,8078.790473999999,7.81,23.81,77.45,85.54,5.245
76,Bhutan,Southern Asia,2930.5629879999997,1.79,58.04,96.34,78.7,5.196000000000001
77,Kyrgyzstan,Central and Eastern Europe,1120.6665130000001,1.62,84.79,79.8,74.63,5.185
78,Serbia,Central and Eastern Europe,5756.381194,6.18,75.13,61.46,91.86,5.1770000000000005
79,Bosnia and Herzegovina,Central and Eastern Europe,4994.68314,7.8,78.07,36.62,93.73,5.162999999999999
80,Montenegro,Central and Eastern Europe,7028.9365769999995,6.18,86.9,67.72,93.96,5.1610000000000005
81,Dominican Republic,Latin America and Caribbean,7280.873164,2.33,93.08,93.54,71.93,5.155
82,Morocco,Middle East and Northern Africa,2896.720003,1.8,89.57,91.1,67.72,5.151
83,Hungary,Central and Eastern Europe,12992.37567,5.02,67.3,100.0,95.62,5.145
84,Pakistan,Southern Asia,1368.454326,0.91,34.57,70.04,66.34,5.132000000000001
85,Lebanon,Middle East and Northern Africa,7634.946543999999,4.26,74.44,43.86,80.29,5.129
86,Portugal,Western Europe,19978.40121,5.0,93.36,95.78,99.79,5.122999999999999
87,Vietnam,Southeastern Asia,2192.214539,2.56,54.76,82.37,80.34,5.061
88,Tunisia,Middle East and Northern Africa,3698.058504,2.64,91.2,61.04,81.08,5.045
89,Greece,Western Europe,18116.459619999998,6.1,87.01,94.82,99.36,5.033
90,Tajikistan,Central and Eastern Europe,802.5180041,0.64,74.0,74.2,70.28,4.996
91,Mongolia,Eastern Asia,3660.1507460000003,5.83,86.69,83.56,54.47,4.907
92,Laos,Southeastern Asia,2308.800482,0.48,32.45,90.23,66.12,4.876
93,Nigeria,Sub-Saharan Africa,2175.99967,0.56,72.15,75.43,44.11,4.875
94,Honduras,Latin America and Caribbean,2342.584651,1.1,86.95,86.89,72.82,4.871
95,Zambia,Sub-Saharan Africa,1280.578447,0.28,79.68,97.06,52.99,4.795
96,Nepal,Southern Asia,777.1475955,0.33,29.84,76.59,60.94,4.793
97,Albania,Central and Eastern Europe,4124.108907,1.6,80.89,54.12,89.34,4.655
98,Bangladesh,Southern Asia,1401.620628,0.51,21.86,63.77,57.11,4.643
99,Sierra Leone,Sub-Saharan Africa,501.41571289999996,0.17,66.94,75.46,31.26,4.635
100,Iraq,Middle East and Northern Africa,4776.726499,4.64,56.7,34.64,73.86,4.575
101,Namibia,Sub-Saharan Africa,4786.235303,1.77,88.58,95.74,62.4,4.574
102,Cameroon,Sub-Saharan Africa,1363.403851,0.61,77.03,77.33,47.88,4.513
103,Ethiopia,Sub-Saharan Africa,717.1245928999999,0.15,67.51,83.52,28.0,4.508
104,South Africa,Sub-Saharan Africa,5272.918425,8.62,88.84,75.06,71.9,4.459
105,Sri Lanka,Southern Asia,3886.2915020000005,1.12,68.99,81.98,83.05,4.415
106,India,Southern Asia,1729.268021,1.79,28.07,63.42,64.39,4.404
107,Myanmar,Southeastern Asia,1192.4953380000002,0.58,44.34,57.74,64.59,4.395
108,Egypt,Middle East and Northern Africa,3525.020165,2.55,58.02,72.75,86.72,4.362
109,Armenia,Central and Eastern Europe,3591.829276,1.84,73.81,87.43,82.92,4.36
110,Kenya,Sub-Saharan Africa,1410.527571,0.4,79.31,84.09,51.78,4.356
111,Ukraine,Central and Eastern Europe,2187.731997,5.02,84.18,65.58,87.22,4.324
112,Ghana,Sub-Saharan Africa,1931.3894699999998,0.58,71.72,80.79,47.63,4.276
113,Congo (Kinshasa),Sub-Saharan Africa,471.3188404,0.04,51.51,76.14,26.42,4.272
114,Georgia,Central and Eastern Europe,4062.1698880000004,2.61,79.96,70.31,79.31,4.252
115,Congo (Brazzaville),Sub-Saharan Africa,1814.063418,1.15,81.66,93.26,41.02,4.236000000000001
116,Senegal,Sub-Saharan Africa,1269.040407,0.61,75.78,93.36,57.02,4.218999999999999
117,Bulgaria,Central and Eastern Europe,7469.455637999999,6.29,80.46,88.98,93.25,4.217
118,Mauritania,Sub-Saharan Africa,1123.888166,0.66,74.01,42.92,40.17,4.2010000000000005
119,Zimbabwe,Sub-Saharan Africa,1464.583529,0.71,85.44,94.31,54.86,4.1930000000000005
120,Malawi,Sub-Saharan Africa,315.7773264,0.08,70.74,93.35,49.63,4.156000000000001
121,Sudan,Sub-Saharan Africa,2398.10188,0.38,77.95,42.8,31.67,4.138999999999999
122,Gabon,Sub-Saharan Africa,6979.709196,3.35,89.88,89.37,63.25,4.121
123,Mali,Sub-Saharan Africa,779.874933,0.05,64.05,73.03,37.81,4.073
124,Haiti,Latin America and Caribbean,735.3017702999999,0.33,76.05,24.41,38.69,4.0280000000000005
125,Botswana,Sub-Saharan Africa,7243.852997,3.15,90.16,93.75,68.32,3.9739999999999998
126,Comoros,Sub-Saharan Africa,1272.193943,0.24,84.95,68.38,49.48,3.9560000000000004
127,Ivory Coast,Sub-Saharan Africa,1481.652231,0.55,77.07,90.88,48.73,3.9160000000000004
128,Cambodia,Southeastern Asia,1278.631062,0.64,66.25,88.15,60.23,3.907
129,Angola,Sub-Saharan Africa,3506.072885,1.16,81.74,53.54,36.68,3.866
130,Niger,Sub-Saharan Africa,362.13113230000005,0.1,63.35,88.33,11.98,3.8560000000000003
131,Chad,Sub-Saharan Africa,692.9785958,0.05,67.41,80.62,10.03,3.763
132,Burkina Faso,Sub-Saharan Africa,582.7954443,0.17,66.31,88.05,35.87,3.739
133,Uganda,Sub-Saharan Africa,608.7057351,0.12,63.51,93.61,50.91,3.739
134,Yemen,Middle East and Northern Africa,1139.870568,0.41,76.65,47.95,42.71,3.7239999999999998
135,Madagascar,Sub-Saharan Africa,475.95536560000005,0.16,71.53,64.68,22.07,3.695
136,Tanzania,Sub-Saharan Africa,966.4746223999999,0.22,70.85,94.34,37.38,3.6660000000000004
137,Liberia,Sub-Saharan Africa,714.6233922,0.23,67.23,49.67,40.82,3.622
138,Guinea,Sub-Saharan Africa,732.9621726,0.21,65.56,86.95,42.58,3.6069999999999998
139,Rwanda,Sub-Saharan Africa,726.3479745,0.09,56.24,71.26,58.0,3.515
140,Benin,Sub-Saharan Africa,789.0849152000001,0.6,64.66,77.29,41.07,3.484
141,Afghanistan,Southern Asia,547.2281102000001,0.29,70.74,21.25,39.2,3.36
142,Togo,Sub-Saharan Africa,597.0654589,0.34,65.84,71.34,31.4,3.303
143,Burundi,Sub-Saharan Africa,282.1931304,0.03,55.48,64.71,40.62,2.905
144,Finland,Western Europe,50152.34014,8.8,74.05,89.25,100.0,7.632000000000001
145,Norway,Western Europe,81697.24597999999,9.43,60.95,88.96,99.65,7.593999999999999
146,Denmark,Western Europe,61350.347910000004,5.76,85.08,94.48,97.78,7.555
147,Iceland,Western Europe,73191.11632,12.1,73.83,75.77,100.0,7.495
148,Switzerland,Western Europe,82796.54716,4.79,94.88,84.2,99.99,7.487
149,Netherlands,Western Europe,53024.05921,9.5,93.12,80.13,98.26,7.441
150,Canada,North America,46232.98962,16.08,71.765,83.2,94.69,7.327999999999999
151,New Zealand,Australia and New Zealand,41945.33167,7.67,75.545,91.84,93.37,7.324
152,Sweden,Western Europe,54608.36025,4.47,78.505,81.0,96.88,7.314
153,Australia,Australia and New Zealand,57373.68667999999,16.77,69.425,84.64,98.44,7.272
154,United Kingdom,Western Europe,42943.90227,5.59,88.65,96.69,100.0,7.19
155,Austria,Western Europe,51461.95478,8.16,84.25999999999999,91.69,94.63,7.138999999999999
156,Costa Rica,Latin America and Caribbean,12027.36588,1.78,71.29,87.71,62.78,7.072
157,Ireland,Western Europe,78806.432,7.75,91.505,88.63,100.0,6.977
158,Germany,Western Europe,47603.027630000004,9.15,88.695,96.92,96.74,6.965
159,Belgium,Western Europe,47518.63604,9.2,83.82499999999999,95.7,96.09,6.9270000000000005
160,Luxembourg,Western Europe,116639.888,16.86,77.72,96.54,99.3,6.91
161,United States,North America,62794.58565,16.14,73.99,70.93,90.92,6.886
162,Israel,Middle East and Northern Africa,41715.02928,7.93,85.745,59.33,92.03,6.814
163,United Arab Emirates,Middle East and Northern Africa,43004.95336,22.44,63.74,74.67,63.27,6.774
164,Czech Republic,Central and Eastern Europe,23078.57349,10.44,61.42,94.96,69.98,6.711
165,Malta,Western Europe,30098.283310000003,3.48,75.86,87.77,100.0,6.627000000000001
166,France,Western Europe,41463.64402,4.96,96.395,96.25,97.22,6.489
167,Mexico,Latin America and Caribbean,9673.443674,3.79,62.315,74.68,57.58,6.4879999999999995
168,Chile,Latin America and Caribbean,15923.358740000001,5.01,36.295,69.79,79.61,6.476
169,Panama,Latin America and Caribbean,15575.07255,2.82,62.875,86.0,43.45,6.43
170,Brazil,Latin America and Caribbean,8920.762105,2.37,58.165,88.17,45.91,6.419
171,Argentina,Latin America and Caribbean,11683.94962,4.7,52.04,55.64,73.07,6.388
172,Guatemala,Latin America and Caribbean,4549.010081,1.19,49.265,65.13,29.5,6.382000000000001
173,Uruguay,Latin America and Caribbean,17277.97011,2.0,43.75,49.7,83.37,6.379
174,Qatar,Middle East and Northern Africa,68793.78444,38.19,81.58500000000001,43.71,72.9,6.374
175,Saudi Arabia,Middle East and Northern Africa,23338.96346,18.63,52.655,48.33,62.38,6.371
176,Singapore,Southeastern Asia,64581.94402,9.65,78.375,21.46,99.0,6.343
177,Malaysia,Southeastern Asia,11373.233,8.05,57.464999999999996,76.68,63.0,6.322
178,Spain,Western Europe,30370.892330000002,5.95,81.705,95.66,100.0,6.31
179,Colombia,Latin America and Caribbean,6667.7907,1.82,66.885,81.37,59.96,6.26
180,Trinidad and Tobago,Latin America and Caribbean,17129.913090000002,26.19,72.09,88.93,56.29,6.192
181,Slovakia,Central and Eastern Europe,19442.70576,6.99,69.465,94.31,69.62,6.172999999999999
182,El Salvador,Latin America and Caribbean,4058.252439,1.23,52.13,69.06,42.34,6.167000000000001
183,Nicaragua,Latin America and Caribbean,2028.894755,0.99,51.370000000000005,85.68,41.96,6.141
184,Poland,Central and Eastern Europe,15420.91116,8.76,62.67,96.37,69.23,6.122999999999999
185,Bahrain,Middle East and Northern Africa,24050.75751,21.85,63.595,33.26,63.06,6.105
186,Uzbekistan,Central and Eastern Europe,1532.3716769999999,3.15,58.120000000000005,30.96,64.12,6.096
187,Kuwait,Middle East and Northern Africa,33994.40657,23.91,48.915,86.33,65.79,6.082999999999999
188,Thailand,Southeastern Asia,7273.563206999999,4.06,43.345,74.91,59.37,6.072
189,Italy,Western Europe,34483.204,5.82,84.555,94.1,100.0,6.0
190,Ecuador,Latin America and Caribbean,6344.871979,2.63,54.445,84.08,52.2,5.973
191,Belize,Latin America and Caribbean,4884.742421,1.18,57.150000000000006,93.47,46.74,5.956
192,Lithuania,Central and Eastern Europe,19153.40899,5.01,68.85,93.83,58.51,5.952000000000001
193,Slovenia,Central and Eastern Europe,26123.973869999998,7.47,60.55,95.78,70.59,5.9479999999999995
194,Romania,Central and Eastern Europe,12301.1864,4.09,64.285,90.8,59.9,5.945
195,Latvia,Central and Eastern Europe,17860.6172,4.05,80.985,92.05,60.62,5.933
196,Japan,Eastern Asia,39289.95843,9.42,81.56,90.34,96.6,5.915
197,Mauritius,Sub-Saharan Africa,11238.69039,3.46,56.809999999999995,38.28,61.05,5.891
198,Jamaica,Latin America and Caribbean,5354.236859000001,2.74,49.885,83.12,51.04,5.89
199,South Korea,Eastern Asia,31362.75147,13.59,69.55,46.66,96.52,5.875
200,Russia,Central and Eastern Europe,11288.87845,12.14,78.88499999999999,65.64,63.93,5.81
201,Kazakhstan,Central and Eastern Europe,9812.601137,16.8,57.739999999999995,30.73,62.89,5.79
202,Bolivia,Latin America and Caribbean,3548.59014,2.03,54.82,88.58,44.57,5.752000000000001
203,Estonia,Central and Eastern Europe,23266.34627,18.62,66.58,92.39,58.45,5.739
204,Paraguay,Latin America and Caribbean,5821.814323,1.09,59.405,64.02,44.96,5.681
205,Peru,Latin America and Caribbean,6941.235848,1.76,57.985,83.52,50.38,5.662999999999999
206,Moldova,Central and Eastern Europe,3227.3121920000003,2.13,59.47,31.05,61.02,5.64
207,Turkmenistan,Central and Eastern Europe,6966.635411,14.38,80.03999999999999,29.04,45.96,5.636
208,Hungary,Central and Eastern Europe,16161.98051,5.38,63.76,91.7,66.26,5.62
209,Libya,Middle East and Northern Africa,7241.704481000001,8.73,65.525,20.72,54.93,5.566
210,Philippines,Southeastern Asia,3102.713363,1.39,64.905,78.08,42.86,5.524
211,Honduras,Latin America and Caribbean,2500.113213,1.1,43.290000000000006,84.11,34.06,5.504
212,Belarus,Central and Eastern Europe,6289.938553,6.8,71.02,65.61,68.66,5.483
213,Turkey,Middle East and Northern Africa,9370.176344,5.09,61.305,25.16,59.28,5.483
214,Pakistan,Southern Asia,1482.403063,0.98,24.035,60.14,20.02,5.472
215,Portugal,Western Europe,23407.906590000002,5.11,79.08500000000001,91.41,93.59,5.41
216,Serbia,Central and Eastern Europe,7246.731656,6.28,58.215,49.84,69.73,5.398
217,Greece,Western Europe,20324.25356,6.5,67.82,90.89,100.0,5.358
218,Lebanon,Middle East and Northern Africa,8269.787676,4.2,75.235,30.11,60.31,5.358
219,Montenegro,Central and Eastern Europe,8844.236985,6.28,64.25,73.77,78.61,5.347
220,Croatia,Central and Eastern Europe,14909.69319,4.67,53.64999999999999,95.25,70.01,5.321000000000001
221,Dominican Republic,Latin America and Caribbean,8050.6316019999995,2.31,71.71,87.06,42.4,5.3020000000000005
222,Algeria,Middle East and Northern Africa,4114.715061,3.94,70.065,49.33,60.26,5.295
223,Morocco,Middle East and Northern Africa,3222.200634,1.89,66.03999999999999,88.43,42.24,5.254
224,China,Eastern Asia,9770.847087999999,7.95,35.735,72.57,68.24,5.246
225,Azerbaijan,Central and Eastern Europe,4721.178086999999,3.5,71.4,63.15,48.53,5.2010000000000005
226,Tajikistan,Central and Eastern Europe,826.6215305,0.65,36.335,67.01,29.9,5.199
227,Jordan,Middle East and Northern Africa,4241.788782,2.63,89.10499999999999,23.85,68.82,5.1610000000000005
228,Nigeria,Sub-Saharan Africa,2028.1819699999999,0.57,66.295,71.64,7.75,5.155
229,Kyrgyzstan,Central and Eastern Europe,1281.3636609999999,1.65,40.45,74.02,44.74,5.131
230,Bosnia and Herzegovina,Central and Eastern Europe,6065.672708,7.83,45.58,26.93,71.54,5.129
231,Mongolia,Eastern Asia,4121.732435,6.26,52.98,75.28,60.54,5.125
232,Vietnam,Southeastern Asia,2566.59695,2.81,33.85,74.87,53.92,5.103
233,Indonesia,Southeastern Asia,3893.596078,2.09,49.83,70.4,31.41,5.093
234,Bhutan,Southern Asia,3243.231125,1.89,42.585,96.3,32.6,5.082
235,Cameroon,Sub-Saharan Africa,1533.74214,0.59,42.125,49.56,13.45,4.975
236,Bulgaria,Central and Eastern Europe,9272.629304,6.34,60.699999999999996,93.39,71.26,4.933
237,Nepal,Southern Asia,1033.912431,0.35,26.759999999999998,68.52,23.54,4.88
238,Gabon,Sub-Saharan Africa,7952.525893000001,3.19,52.625,86.17,22.23,4.758
239,South Africa,Sub-Saharan Africa,6374.028196,8.31,37.905,64.24,24.71,4.724
240,Ivory Coast,Sub-Saharan Africa,1715.531332,0.56,52.63,83.66,9.53,4.671
241,Ghana,Sub-Saharan Africa,2202.312164,0.68,46.435,77.96,26.52,4.657
242,Senegal,Sub-Saharan Africa,1521.953554,0.66,46.085,91.67,13.67,4.631
243,Laos,Southeastern Asia,2542.486528,0.52,37.965,76.77,27.59,4.623
244,Tunisia,Middle East and Northern Africa,3447.5079100000003,2.82,79.49000000000001,47.41,57.6,4.592
245,Albania,Central and Eastern Europe,5268.848504,1.64,75.77,75.37,66.56,4.586
246,Sierra Leone,Sub-Saharan Africa,533.9911843,0.19,53.095,68.63,2.5,4.571000000000001
247,Congo (Brazzaville),Sub-Saharan Africa,2147.769461,1.31,35.31,91.0,10.26,4.559
248,Bangladesh,Southern Asia,1698.262802,0.56,22.169999999999998,53.58,28.47,4.5
249,Sri Lanka,Southern Asia,4102.48135,1.14,60.81999999999999,80.38,53.09,4.471
250,Iraq,Middle East and Northern Africa,5834.166211,4.78,54.62,28.39,41.05,4.456
251,Mali,Sub-Saharan Africa,899.6599081,0.06,58.22,61.6,2.69,4.447
252,Namibia,Sub-Saharan Africa,5931.453886,1.74,53.760000000000005,95.75,15.5,4.441
253,Cambodia,Southeastern Asia,1510.324871,0.67,39.715,80.53,35.26,4.433
254,Burkina Faso,Sub-Saharan Africa,715.122904,0.19,45.16,85.54,8.45,4.4239999999999995
255,Egypt,Middle East and Northern Africa,2549.132252,2.52,68.215,62.39,32.78,4.419
256,Mozambique,Sub-Saharan Africa,498.95722019999994,0.32,54.94,90.47,16.18,4.417
257,Kenya,Sub-Saharan Africa,1710.5100969999999,0.41,45.985,79.01,0.63,4.41
258,Zambia,Sub-Saharan Africa,1539.900158,0.29,59.375,98.75,9.08,4.377
259,Mauritania,Sub-Saharan Africa,1188.8345880000002,0.71,49.405,31.65,14.67,4.356
260,Ethiopia,Sub-Saharan Africa,772.3135302999999,0.16,40.735,78.99,9.35,4.35
261,Georgia,Central and Eastern Europe,4717.143026,2.79,51.739999999999995,62.33,59.93,4.34
262,Armenia,Central and Eastern Europe,4212.070943,1.97,60.24,79.57,61.94,4.321000000000001
263,Myanmar,Southeastern Asia,1325.952924,0.61,56.36,42.74,31.76,4.308
264,Chad,Sub-Saharan Africa,728.3432353999999,0.05,69.695,72.22,0.32,4.301
265,Congo (Kinshasa),Sub-Saharan Africa,561.7771824,0.03,31.365,67.79,10.01,4.245
266,India,Southern Asia,2009.978857,1.94,21.62,49.13,15.8,4.19
267,Niger,Sub-Saharan Africa,413.980305,0.1,46.165,85.74,2.44,4.166
268,Uganda,Sub-Saharan Africa,642.7767443,0.12,49.980000000000004,89.54,13.1,4.1610000000000005
269,Benin,Sub-Saharan Africa,901.5438712000001,0.66,37.855,75.08,6.37,4.141
270,Sudan,Sub-Saharan Africa,977.2736357000001,0.39,56.42,40.13,24.46,4.138999999999999
271,Ukraine,Central and Eastern Europe,3095.173581,4.47,52.19499999999999,49.1,60.89,4.103
272,Togo,Sub-Saharan Africa,679.2570836,0.37,49.76,68.43,12.92,3.9989999999999997
273,Guinea,Sub-Saharan Africa,878.5996133,0.23,46.185,83.29,12.79,3.964
274,Lesotho,Sub-Saharan Africa,1299.153126,0.32,50.22,17.43,2.86,3.8080000000000003
275,Angola,Sub-Saharan Africa,3432.3857359999997,0.98,51.29,39.19,9.2,3.795
276,Madagascar,Sub-Saharan Africa,527.5012849999999,0.17,51.125,43.17,4.04,3.7739999999999996
277,Zimbabwe,Sub-Saharan Africa,2146.9963850000004,0.77,30.865000000000002,94.53,12.19,3.6919999999999997
278,Afghanistan,Southern Asia,520.8966027,0.29,68.055,13.44,25.75,3.6319999999999997
279,Botswana,Sub-Saharan Africa,8258.641666,3.19,42.894999999999996,98.31,21.8,3.59
280,Malawi,Sub-Saharan Africa,389.3980332,0.09,53.15,91.89,8.28,3.5869999999999997
281,Haiti,Latin America and Caribbean,868.3420247000001,0.33,41.485,14.39,15.45,3.582
282,Liberia,Sub-Saharan Africa,677.3221785000001,0.26,38.99,34.35,4.79,3.495
283,Rwanda,Sub-Saharan Africa,772.9444599,0.09,53.155,63.24,14.96,3.408
284,Tanzania,Sub-Saharan Africa,1060.994615,0.23,55.655,95.03,11.8,3.303
285,Central African Republic,Sub-Saharan Africa,475.7212505,0.1,41.620000000000005,89.6,0.001,3.083
286,Burundi,Sub-Saharan Africa,271.7520444,0.03,37.55,53.67,0.86,2.905
